id,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,reviews_per_month,estimated_occupancy_l365d,estimated_revenue_l365d,host_is_superhost
47508411,Gramercy,40.73735,-73.98671,Entire rental unit,Entire home/apt,2,1.0,1.0,216.91500000000002,0,0,0,0,43,4.74,0.65,0,0.0,No
47510694,Wakefield,40.89163,-73.85052,Entire rental unit,Entire home/apt,3,1.0,1.0,159.29,30,60,90,365,0,,0.0,0,0.0,No
47518840,Bedford-Stuyvesant,40.68273,-73.94299,Entire rental unit,Entire home/apt,3,1.0,3.0,143.83,9,21,51,223,4,4.25,0.28,120,17260.0,Yes
47536293,Hell's Kitchen,40.75899,-73.9953,Private room in rental unit,Private room,1,1.0,1.0,101.0,0,0,0,0,2,4.5,0.03,0,0.0,No
47289921,Williamsburg,40.71966,-73.96178,Entire condo,Entire home/apt,4,2.0,2.0,311.0,2,14,33,33,8,5.0,0.12,120,37320.0,No
47290538,Bedford-Stuyvesant,40.67977,-73.94748,Entire rental unit,Entire home/apt,4,2.0,3.0,203.93,1,6,36,311,103,4.95,1.55,240,48943.0,Yes
47293776,Flushing,40.76663,-73.8245,Private room in rental unit,Private room,1,1.0,1.0,45.54,18,43,43,250,53,4.43,0.86,60,2732.0,No
47293809,Midwood,40.62447,-73.9614,Entire rental unit,Entire home/apt,5,2.0,5.0,102.87,15,29,52,113,161,4.9,2.46,60,6172.0,Yes
47295535,Washington Heights,40.8319,-73.94157,Entire rental unit,Entire home/apt,1,1.0,1.0,113.44,17,19,35,203,44,4.89,0.68,60,6806.0,No
47295606,Astoria,40.76545,-73.91149,Private room in rental unit,Private room,2,1.0,1.0,52.87,30,60,90,90,50,4.6,0.78,0,0.0,No
47310530,Williamsburg,40.71649,-73.95255,Entire rental unit,Entire home/apt,4,2.0,1.0,216.91500000000002,0,0,0,0,0,,0.0,0,0.0,No
48143804,Gramercy,40.7347326,-73.9896255,Entire rental unit,Entire home/apt,2,1.0,1.0,216.91500000000002,0,0,13,288,0,,0.0,0,0.0,No
48146527,SoHo,40.72615,-73.99936,Entire rental unit,Entire home/apt,5,2.0,2.0,304.2,27,54,83,315,20,4.9,0.32,60,18252.0,No
48149045,Sunnyside,40.73813,-73.9276,Private room in townhouse,Private room,1,1.0,1.0,101.0,0,0,0,0,0,,0.0,0,0.0,No
48149133,Sunnyside,40.73774,-73.92578,Private room in townhouse,Private room,1,1.0,1.0,101.0,0,0,0,0,1,5.0,0.04,0,0.0,No
48149253,Woodside,40.74672,-73.89773,Private room in townhouse,Private room,1,1.0,1.0,101.0,0,0,0,0,2,4.0,0.04,0,0.0,No
48158801,Bushwick,40.68735,-73.91766,Private room in loft,Private room,1,6.0,1.0,101.0,0,0,0,0,0,,0.0,0,0.0,No
48159314,Sunset Park,40.66129,-73.99064,Entire rental unit,Entire home/apt,2,1.0,2.0,287.61,0,0,0,74,79,4.91,1.29,0,0.0,No
48160521,Ditmars Steinway,40.77929,-73.91752,Entire home,Entire home/apt,6,3.0,4.0,300.53,27,57,87,362,0,,0.0,0,0.0,No
48168657,Upper East Side,40.76735,-73.95933,Entire rental unit,Entire home/apt,2,1.0,2.0,230.12,0,4,23,216,31,4.55,0.51,255,58681.0,No
47310723,Williamsburg,40.71638,-73.95088,Private room in rental unit,Private room,1,1.0,1.0,101.0,0,0,0,0,1,5.0,0.02,0,0.0,No
47311675,Two Bridges,40.71139,-73.99406,Entire rental unit,Entire home/apt,4,1.0,1.0,216.91500000000002,0,0,0,0,0,,0.0,0,0.0,No
47313887,Kips Bay,40.74281,-73.97354,Entire rental unit,Entire home/apt,7,3.0,3.0,361.17,0,0,12,287,1,4.0,0.02,0,0.0,No
47316061,Rego Park,40.72088,-73.86391,Entire rental unit,Entire home/apt,4,1.0,2.0,146.44,29,51,81,356,73,4.93,1.18,240,35146.0,Yes
47316320,Murray Hill,40.74407,-73.97171,Entire rental unit,Entire home/apt,5,2.0,2.0,352.13,14,44,74,349,1,5.0,0.02,0,0.0,No
47316506,Canarsie,40.63503,-73.89428,Entire home,Entire home/apt,2,2.0,1.0,268.5,5,23,36,299,132,4.86,3.34,255,68468.0,Yes
47329158,Financial District,40.70601,-74.00583,Room in hotel,Private room,2,1.0,1.0,101.0,0,0,0,0,15,4.4,0.23,0,0.0,No
47537276,Bushwick,40.69429,-73.92215,Entire rental unit,Entire home/apt,2,1.0,1.0,220.04,29,59,89,89,11,4.64,0.17,0,0.0,No
47544056,Upper West Side,40.80153,-73.97034,Private room in rental unit,Private room,2,1.0,1.0,101.0,0,0,0,0,68,4.19,1.07,0,0.0,No
47331153,Astoria,40.76614,-73.93242,Entire rental unit,Entire home/apt,3,1.0,1.0,98.27,0,10,40,187,70,4.5,1.1,120,11792.0,Yes
47333781,Hell's Kitchen,40.7612476,-73.9918935,Entire rental unit,Entire home/apt,4,2.0,2.0,674.0,6,30,54,167,238,4.66,3.62,255,171870.0,No
47334550,Maspeth,40.73589,-73.90431,Private room in home,Private room,2,1.0,1.0,113.92,29,59,89,89,37,4.68,0.56,0,0.0,No
47336390,Woodside,40.74331,-73.89579,Private room in townhouse,Private room,2,1.0,1.0,101.0,0,0,0,0,1,4.0,0.02,0,0.0,No
47337463,Canarsie,40.63939,-73.90794,Entire rental unit,Entire home/apt,2,1.0,1.0,134.75,28,58,88,363,130,4.72,2.01,0,0.0,No
47341297,Long Island City,40.73579,-73.92486,Private room in rental unit,Private room,1,1.0,1.0,50.96,0,0,12,287,8,4.75,0.13,0,0.0,Yes
47341575,Williamsburg,40.70462,-73.93283,Private room in townhouse,Private room,2,1.0,1.0,90.44,29,59,89,364,47,4.34,0.72,0,0.0,No
47547297,Pelham Gardens,40.86704,-73.84164,Private room in home,Private room,1,1.0,1.0,49.17,0,0,20,199,10,4.9,0.16,0,0.0,Yes
47551230,Williamsburg,40.70438,-73.94398,Private room in townhouse,Private room,2,1.0,1.0,101.0,0,0,0,0,1,5.0,0.03,0,0.0,No
47553112,Midtown,40.74795,-73.98693,Entire rental unit,Entire home/apt,4,1.0,2.0,308.0,0,18,33,174,90,4.57,1.36,255,78540.0,No
47563287,Bedford-Stuyvesant,40.68857,-73.92887,Entire rental unit,Entire home/apt,8,3.0,1.0,216.91500000000002,0,0,0,0,98,4.98,1.51,0,0.0,Yes
47348298,Woodside,40.74945,-73.90207,Private room in rental unit,Private room,1,1.0,1.0,57.47,0,0,17,292,8,5.0,0.13,0,0.0,Yes
47355083,Cobble Hill,40.68935,-73.99349,Entire rental unit,Entire home/apt,2,1.0,1.0,216.91500000000002,0,0,0,0,32,4.66,0.49,0,0.0,No
47356141,East Village,40.72713,-73.97935,Private room in rental unit,Private room,2,1.0,2.0,182.53,29,57,86,266,1,5.0,0.03,0,0.0,No
47356150,East Village,40.7262,-73.97773,Entire rental unit,Entire home/apt,5,1.0,1.0,188.57,29,58,86,287,31,4.71,0.47,0,0.0,No
47358818,Boerum Hill,40.68488,-73.98906,Entire rental unit,Entire home/apt,2,1.0,1.0,216.91500000000002,0,0,0,0,37,4.59,0.56,0,0.0,No
47359500,Midtown,40.74826,-73.98708,Entire rental unit,Entire home/apt,5,1.0,3.0,353.0,19,49,79,338,100,4.67,1.51,218,76954.0,No
47370088,Hell's Kitchen,40.75521,-73.99489,Entire rental unit,Entire home/apt,2,1.0,1.0,216.91500000000002,0,0,0,0,3,4.67,0.05,0,0.0,No
47372315,Woodside,40.74113,-73.89317,Private room in home,Private room,1,1.0,1.0,101.0,0,0,0,0,0,,0.0,0,0.0,No
47577248,Sheepshead Bay,40.58553,-73.93231,Private room in rental unit,Private room,4,2.0,1.0,294.43,30,60,90,365,5,4.6,0.1,0,0.0,No
47581594,Bedford-Stuyvesant,40.69221,-73.94632,Entire condo,Entire home/apt,4,1.0,1.0,216.91500000000002,0,0,0,0,2,5.0,0.04,0,0.0,No
48170918,Ozone Park,40.68239,-73.84763,Entire rental unit,Entire home/apt,6,2.0,2.0,109.2,26,56,86,356,60,4.45,1.03,0,0.0,No
48182954,Hell's Kitchen,40.76143,-73.99409,Entire rental unit,Entire home/apt,4,1.0,2.0,224.57,19,49,79,354,9,4.89,0.14,0,0.0,No
48183274,East Village,40.72411,-73.98386,Entire rental unit,Entire home/apt,2,1.0,1.0,216.91500000000002,0,28,57,57,12,5.0,0.19,120,0.0,No
48215693,Ozone Park,40.67693885973439,-73.83849888015966,Private room in home,Private room,2,1.0,1.0,130.09,3,10,40,315,92,4.67,1.42,218,28360.0,Yes
48216295,Williamsburg,40.7163,-73.94869,Entire rental unit,Entire home/apt,3,2.0,1.0,216.91500000000002,0,0,0,0,7,4.86,0.11,0,0.0,No
48229606,East Flatbush,40.65317,-73.93213,Private room in home,Private room,1,1.0,1.0,176.36,28,58,88,88,3,4.67,0.06,0,0.0,Yes
48230852,Midtown,40.75962,-73.96679,Entire rental unit,Entire home/apt,2,1.0,1.0,191.73,13,43,73,348,17,5.0,0.27,120,23008.0,No
48230897,East Village,40.72797,-73.98704,Entire rental unit,Entire home/apt,1,1.0,1.0,42.55,0,0,0,265,14,4.86,0.22,255,10850.0,Yes
48231063,East Village,40.72755,-73.98853,Entire rental unit,Entire home/apt,1,1.0,1.0,45.45,0,0,7,191,12,4.75,0.19,255,11590.0,Yes
48233657,Upper East Side,40.78119,-73.95532,Entire rental unit,Entire home/apt,2,1.0,1.0,260.87,0,0,0,226,9,4.78,0.15,240,62609.0,No
48242704,Harlem,40.81138,-73.94468,Private room in rental unit,Private room,2,1.0,1.0,51.33,3,8,37,145,97,4.8,1.53,240,12319.0,No
48243028,Bushwick,40.68312,-73.90927,Entire townhouse,Entire home/apt,4,2.0,1.0,216.91500000000002,0,0,0,0,40,4.93,0.65,0,0.0,No
48246413,Williamsburg,40.71334,-73.94291,Entire rental unit,Entire home/apt,2,1.0,1.0,216.91500000000002,0,0,0,0,18,5.0,0.31,0,0.0,No
48251477,Financial District,40.7058,-74.00361,Room in hotel,Private room,2,1.0,1.0,101.0,0,0,0,0,69,4.86,1.06,0,0.0,No
48251602,Financial District,40.70641,-74.0041,Room in hotel,Private room,2,1.0,1.0,101.0,0,0,0,0,41,4.85,0.63,0,0.0,No
48251757,Financial District,40.70463,-74.00592,Room in hotel,Private room,2,1.0,1.0,101.0,0,0,0,0,20,4.9,0.31,0,0.0,No
48251788,Financial District,40.70644,-74.00408,Room in hotel,Private room,2,1.0,1.0,101.0,0,0,0,0,8,4.38,0.12,0,0.0,No
47372852,Dyker Heights,40.62981,-74.01276,Private room in guest suite,Private room,1,1.0,1.0,101.0,0,0,0,0,0,,0.0,0,0.0,No
47373389,Upper East Side,40.75941,-73.95944,Entire rental unit,Entire home/apt,2,1.0,1.0,230.3,0,10,40,124,5,5.0,0.09,60,13818.0,No
48345047,Hell's Kitchen,40.75293,-73.99388,Room in hotel,Private room,8,1.0,2.0,595.92,30,45,45,45,56,4.46,0.89,38,22645.0,No
48345227,Hell's Kitchen,40.75468,-73.99483,Room in hotel,Private room,2,1.0,1.0,235.0,30,45,45,45,9,4.89,0.22,0,0.0,No
48345447,Hell's Kitchen,40.75487,-73.99374,Room in hotel,Private room,6,1.0,2.0,454.07,27,40,40,40,64,4.59,1.02,154,69927.0,No
48347078,Flatlands,40.6255,-73.93348,Entire rental unit,Entire home/apt,2,1.0,1.0,216.91500000000002,0,0,0,0,4,5.0,0.09,60,0.0,No
48349321,Woodside,40.74302,-73.90443,Private room in townhouse,Private room,2,1.0,1.0,53.1,22,31,31,31,4,4.5,0.07,0,0.0,No
48357548,Harlem,40.80257,-73.9583,Private room in rental unit,Private room,1,1.0,1.0,84.5,0,11,41,316,5,5.0,0.08,0,0.0,No
47582768,Upper East Side,40.77198,-73.95659,Entire rental unit,Entire home/apt,2,1.0,1.0,258.7,30,60,90,365,11,4.91,0.17,0,0.0,No
47584587,Midtown,40.74817,-73.98754,Entire rental unit,Entire home/apt,5,1.0,1.0,216.91500000000002,0,0,0,0,3,5.0,0.08,13,0.0,No
47595646,Lower East Side,40.72186,-73.98963,Entire rental unit,Entire home/apt,4,1.0,1.0,216.91500000000002,0,0,0,0,0,,0.0,0,0.0,No
47596312,Hell's Kitchen,40.76333,-73.9956,Entire rental unit,Entire home/apt,4,1.0,1.0,216.91500000000002,0,0,0,0,2,5.0,0.03,0,0.0,No
47596692,Chelsea,40.74552,-73.99227,Room in hotel,Private room,4,1.0,1.0,296.0,4,4,4,4,60,4.73,0.92,38,11248.0,Yes
47703518,Flatiron District,40.74253,-73.98818,Entire home,Entire home/apt,6,3.0,4.0,216.91500000000002,16,28,58,238,3,5.0,0.05,0,0.0,Yes
47706983,Gramercy,40.73709,-73.98037,Entire rental unit,Entire home/apt,4,1.0,2.0,171.0,0,0,12,255,18,5.0,0.28,180,30780.0,Yes
47715431,Bedford-Stuyvesant,40.6763,-73.90909,Entire home,Entire home/apt,2,1.0,1.0,81.18,0,0,0,78,0,,0.0,0,0.0,No
47716158,East Harlem,40.79944,-73.93922,Private room in rental unit,Private room,2,1.0,2.0,76.9,0,10,10,143,142,4.89,2.17,255,19610.0,Yes
47720387,East Flatbush,40.65181,-73.95074,Private room in rental unit,Private room,1,1.0,1.0,112.99,30,60,90,270,0,,0.0,0,0.0,No
47728714,Hell's Kitchen,40.76275,-73.994,Entire rental unit,Entire home/apt,4,1.0,2.0,224.57,30,60,90,365,0,,0.0,0,0.0,No
48252078,Financial District,40.7063,-74.00357,Room in hotel,Private room,2,1.0,1.0,101.0,0,0,0,0,77,4.79,1.19,0,0.0,No
48253767,Ditmars Steinway,40.77467,-73.91581,Entire rental unit,Entire home/apt,2,1.0,1.0,78.37,0,2,11,202,22,4.82,0.35,255,19984.0,Yes
48255368,Little Italy,40.72008,-73.9965,Entire condo,Entire home/apt,1,1.0,1.0,398.22,0,19,49,229,0,,0.0,0,0.0,No
48255427,Chelsea,40.74971,-74.00278,Entire rental unit,Entire home/apt,4,1.0,3.0,359.69,30,60,90,270,113,4.82,1.76,0,0.0,No
48256339,Financial District,40.70619,-74.00555,Room in hotel,Private room,2,1.0,1.0,101.0,0,0,0,0,18,4.78,0.28,0,0.0,No
48257309,Financial District,40.70638,-74.00497,Room in hotel,Private room,2,1.0,1.0,101.0,0,0,0,0,13,4.62,0.2,0,0.0,No
48257323,Financial District,40.70576,-74.00565,Room in hotel,Private room,2,1.0,1.0,101.0,0,0,0,0,2,4.5,0.03,0,0.0,No
48257348,Financial District,40.70615,-74.00379,Room in hotel,Private room,2,1.0,1.0,101.0,0,0,0,0,69,4.9,1.07,0,0.0,No
48257412,Financial District,40.7057,-74.00577,Room in hotel,Private room,2,1.0,1.0,101.0,0,0,0,0,0,,0.0,0,0.0,No
48360362,Ditmars Steinway,40.77218,-73.90753,Private room in rental unit,Private room,1,1.0,1.0,77.27,0,11,34,164,13,4.85,0.21,0,0.0,Yes
48361053,Greenpoint,40.72866,-73.95938,Entire rental unit,Entire home/apt,4,2.0,1.0,216.91500000000002,0,0,0,0,13,4.92,0.21,0,0.0,No
48365708,Brownsville,40.66209,-73.91951,Entire townhouse,Entire home/apt,3,3.0,3.0,169.15,29,59,89,179,46,4.8,0.72,0,0.0,No
48369592,Upper East Side,40.77723,-73.96053,Entire rental unit,Entire home/apt,2,1.0,1.0,362.03,13,43,55,55,19,5.0,0.3,0,0.0,No
48380142,Woodside,40.74551,-73.89235,Private room in townhouse,Private room,1,1.0,1.0,101.0,0,0,0,0,1,4.0,0.02,0,0.0,No
48380680,Woodside,40.74551,-73.89235,Private room in townhouse,Private room,2,1.0,1.0,101.0,0,0,0,0,0,,0.0,0,0.0,No
48380889,Woodside,40.74446,-73.89193,Private room in townhouse,Private room,2,1.0,1.0,101.0,0,0,0,0,0,,0.0,0,0.0,No
48381141,Woodside,40.7411,-73.89705,Private room in townhouse,Private room,2,1.0,1.0,101.0,0,0,0,0,0,,0.0,0,0.0,No
48381288,Woodside,40.74188,-73.89781,Private room in townhouse,Private room,2,1.0,1.0,101.0,0,0,0,0,0,,0.0,0,0.0,No
47729102,Upper East Side,40.77077102661133,-73.95748138427734,Entire rental unit,Entire home/apt,6,3.0,3.0,424.58,11,41,71,346,2,5.0,0.03,0,0.0,No
47736171,Bedford-Stuyvesant,40.69056,-73.93293,Entire rental unit,Entire home/apt,4,2.0,1.0,216.91500000000002,0,0,0,0,0,,0.0,0,0.0,No
47753789,Financial District,40.7066,-74.00408,Room in hotel,Private room,2,1.0,1.0,101.0,0,0,0,0,78,4.92,1.18,0,0.0,No
48381528,Woodside,40.74318,-73.89574,Private room in townhouse,Private room,1,1.0,1.0,101.0,0,0,0,0,0,,0.0,0,0.0,No
48381921,Woodside,40.74267,-73.90295,Private room in townhouse,Private room,1,1.0,1.0,101.0,0,0,0,0,0,,0.0,0,0.0,No
48382101,Wakefield,40.88438,-73.85081,Entire rental unit,Entire home/apt,2,1.0,1.0,134.83,0,2,32,212,28,4.82,0.5,60,8090.0,Yes
48382130,Woodside,40.74294,-73.90458,Private room in townhouse,Private room,2,1.0,1.0,101.0,0,0,0,0,1,4.0,0.02,0,0.0,No
48382594,Elmhurst,40.73857,-73.87559,Private room in townhouse,Private room,1,1.0,1.0,101.0,0,0,0,0,0,,0.0,0,0.0,No
48382776,Elmhurst,40.73867,-73.87774,Private room in townhouse,Private room,2,1.0,1.0,101.0,0,0,0,0,0,,0.0,0,0.0,No
48383033,Elmhurst,40.73989,-73.87545,Private room in townhouse,Private room,2,1.0,1.0,101.0,0,0,0,0,0,,0.0,0,0.0,No
48383760,East Village,40.72956,-73.97973,Private room in rental unit,Private room,1,1.0,1.0,55.33,0,0,0,271,10,5.0,0.16,180,9959.0,No
48384100,East Village,40.72692,-73.98297,Private room in rental unit,Private room,1,1.0,1.0,101.0,0,0,0,0,1,5.0,0.02,0,0.0,No
48384560,Jackson Heights,40.75247,-73.87847,Private room in townhouse,Private room,2,1.0,1.0,101.0,0,0,0,0,0,,0.0,0,0.0,No
48384753,Jackson Heights,40.75234,-73.87635,Private room in townhouse,Private room,2,1.0,1.0,101.0,0,0,0,0,0,,0.0,0,0.0,No
48257496,Financial District,40.70646,-74.00391,Room in hotel,Private room,2,1.0,1.0,101.0,0,0,0,0,0,,0.0,0,0.0,No
48257515,Financial District,40.70446,-74.00582,Room in hotel,Private room,2,1.0,1.0,101.0,0,0,0,0,5,5.0,0.08,0,0.0,No
48257754,Financial District,40.70596,-74.00373,Room in hotel,Private room,2,1.0,1.0,101.0,0,0,0,0,11,4.73,0.17,0,0.0,No
48257775,Financial District,40.70653,-74.00379,Room in hotel,Private room,2,1.0,1.0,101.0,0,0,0,0,14,4.79,0.22,0,0.0,No
48257812,Financial District,40.70648,-74.00353,Room in hotel,Private room,2,1.0,1.0,101.0,0,0,0,0,3,4.67,0.05,0,0.0,No
48263817,Prospect-Lefferts Gardens,40.66146,-73.9451,Entire condo,Entire home/apt,2,2.0,2.0,249.63,13,43,73,348,22,4.95,0.35,0,0.0,No
48266114,Bedford-Stuyvesant,40.68056,-73.91099,Entire rental unit,Entire home/apt,6,2.0,2.0,191.37,30,60,90,365,17,4.41,0.27,0,0.0,No
48270362,Jamaica,40.6843,-73.77658,Entire guest suite,Entire home/apt,2,1.0,1.0,57.5,1,22,52,327,94,4.53,1.47,255,14663.0,No
48279821,East Village,40.72613,-73.98864,Entire rental unit,Entire home/apt,1,1.0,1.0,44.3,0,0,20,294,11,4.91,0.21,255,11297.0,Yes
48282693,Chinatown,40.71797,-73.99412,Entire rental unit,Entire home/apt,2,1.0,1.0,143.83,0,0,28,272,10,4.7,0.17,180,25889.0,No
48285269,Hell's Kitchen,40.76201,-73.99099,Entire rental unit,Entire home/apt,4,1.0,1.0,216.91500000000002,0,0,0,0,0,,0.0,0,0.0,No
48295531,Bushwick,40.68438,-73.9077,Private room in townhouse,Private room,2,1.0,1.0,101.0,0,0,0,0,0,,0.0,0,0.0,No
48295887,Tribeca,40.71864,-74.00309,Room in boutique hotel,Private room,1,1.0,1.0,405.0,0,0,0,120,228,4.69,3.54,0,0.0,No
48300185,Upper East Side,40.7593,-73.9597,Entire rental unit,Entire home/apt,4,2.0,2.0,396.2,30,60,90,365,9,4.89,0.15,60,23772.0,No
48302721,Williamsburg,40.71742,-73.95664,Private room in rental unit,Private room,2,1.0,1.0,101.0,0,0,0,0,7,5.0,0.16,0,0.0,No
48304015,Chinatown,40.71882,-73.99607,Entire rental unit,Entire home/apt,2,1.0,1.0,165.93,0,17,47,322,7,4.86,0.11,180,29867.0,No
48312829,Bedford-Stuyvesant,40.67862,-73.94888,Private room in rental unit,Private room,1,1.0,1.0,101.0,0,0,0,0,1,5.0,0.02,0,0.0,No
47753822,Financial District,40.7048,-74.00569,Room in hotel,Private room,2,1.0,1.0,101.0,0,0,0,0,24,4.92,0.36,0,0.0,No
47753857,Financial District,40.70457,-74.00536,Room in hotel,Private room,2,1.0,1.0,101.0,0,0,0,0,43,4.65,0.65,0,0.0,No
47753974,Financial District,40.70447,-74.00565,Room in hotel,Private room,2,1.0,1.0,101.0,0,0,0,0,38,4.63,0.58,0,0.0,No
47754015,Financial District,40.70626,-74.00572,Room in hotel,Private room,2,1.0,1.0,101.0,0,0,0,0,43,4.74,0.65,0,0.0,No
47754064,Financial District,40.70608,-74.0036,Room in hotel,Private room,2,1.0,1.0,101.0,0,0,0,0,33,4.85,0.5,0,0.0,No
47754090,Financial District,40.70573,-74.00569,Room in hotel,Private room,2,1.0,1.0,101.0,0,0,0,0,53,4.89,0.81,0,0.0,No
47754133,Financial District,40.70449,-74.00557,Room in hotel,Private room,2,1.0,1.0,101.0,0,0,0,0,24,4.88,0.37,0,0.0,No
47754190,Financial District,40.706,-74.00579,Room in hotel,Private room,2,1.0,1.0,101.0,0,0,0,0,20,4.8,0.3,0,0.0,No
47755393,Bushwick,40.68788,-73.91871,Private room in rental unit,Private room,1,4.0,1.0,57.37,0,12,42,317,0,,0.0,0,0.0,No
47761307,Midtown,40.74783,-73.98878,Entire rental unit,Entire home/apt,5,1.0,1.0,216.91500000000002,0,0,0,0,26,4.54,0.4,0,0.0,No
48384825,Jackson Heights,40.75286,-73.87619,Private room in townhouse,Private room,2,1.0,1.0,101.0,0,0,0,0,1,5.0,0.02,0,0.0,No
48384916,Jackson Heights,40.75239,-73.87854,Private room in townhouse,Private room,1,1.0,1.0,101.0,0,0,0,0,2,4.5,0.03,0,0.0,No
48384920,Jackson Heights,40.75102,-73.8766,Private room in townhouse,Private room,1,1.0,1.0,101.0,0,0,0,0,0,,0.0,0,0.0,No
48393913,Concourse,40.82145,-73.9271,Entire rental unit,Entire home/apt,1,1.0,1.0,216.91500000000002,0,0,0,0,0,,0.0,0,0.0,No
48395654,Williamsburg,40.71318,-73.95331,Private room in rental unit,Private room,2,1.0,1.0,101.0,0,1,1,1,68,4.78,1.16,60,0.0,No
48397375,Crown Heights,40.67514,-73.96043,Entire condo,Entire home/apt,5,3.0,1.0,216.91500000000002,0,0,0,0,10,5.0,0.17,0,0.0,No
48399663,Hell's Kitchen,40.75649642944336,-73.99369049072266,Entire rental unit,Entire home/apt,6,3.0,3.0,453.17,14,32,32,258,4,4.5,0.07,0,0.0,No
48402078,New Brighton,40.64041,-74.08834,Private room in guest suite,Private room,2,2.0,2.0,168.17,30,60,90,180,203,4.81,3.21,0,0.0,No
48402757,East Flatbush,40.65252,-73.94599,Entire rental unit,Entire home/apt,2,1.0,1.0,104.26,0,14,44,224,56,4.82,0.9,180,18767.0,No
48313976,Williamsburg,40.71712,-73.94532,Entire condo,Entire home/apt,6,3.0,1.0,216.91500000000002,0,0,0,0,2,5.0,0.03,0,0.0,No
48317954,Upper West Side,40.79067,-73.97028,Entire rental unit,Entire home/apt,2,2.0,1.0,61.35,0,0,3,175,12,4.92,0.19,255,15644.0,Yes
48318184,Upper West Side,40.79201,-73.97232,Entire rental unit,Entire home/apt,2,2.0,1.0,68.27,0,0,4,166,11,5.0,0.17,0,0.0,Yes
48321960,Hell's Kitchen,40.75839,-73.9974,Private room in rental unit,Private room,1,1.0,1.0,101.0,0,0,0,0,0,,0.0,0,0.0,No
48323889,East New York,40.66843,-73.89387,Entire rental unit,Entire home/apt,4,2.0,3.0,154.74,27,57,87,267,32,4.91,0.57,0,0.0,No
48328710,Upper West Side,40.79164,-73.97237,Entire rental unit,Entire home/apt,1,1.0,1.0,39.46,0,0,0,211,14,4.71,0.22,255,10062.0,Yes
48331524,Harlem,40.80397,-73.94727,Private room in condo,Private room,2,1.0,1.0,118.91,4,34,63,205,28,4.64,0.44,240,28538.0,No
48333932,Williamsburg,40.71285,-73.95809,Entire rental unit,Entire home/apt,2,1.0,1.0,216.91500000000002,0,0,0,0,1,4.0,0.02,0,0.0,No
47766113,Prospect-Lefferts Gardens,40.66048,-73.96239,Entire condo,Entire home/apt,4,1.0,1.0,216.91500000000002,0,0,0,22,1,5.0,0.02,0,0.0,No
47773433,Sheepshead Bay,40.58375417372595,-73.95709093801169,Entire condo,Entire home/apt,5,2.0,5.0,126.37,16,29,54,329,74,4.81,1.15,180,22747.0,Yes
48334556,Fresh Meadows,40.75247,-73.78604,Private room in rental unit,Private room,2,1.0,1.0,48.45,14,44,74,123,12,4.5,0.2,60,2907.0,Yes
48341938,Theater District,40.76212,-73.98152,Private room in condo,Private room,1,1.0,1.0,114.33,0,13,32,32,135,4.95,2.13,180,20579.0,Yes
48344749,Hell's Kitchen,40.75303,-73.9941,Room in hotel,Private room,2,1.0,1.0,235.0,30,45,45,45,11,4.18,0.22,0,0.0,No
48344963,Hell's Kitchen,40.75486,-73.99409,Room in hotel,Private room,8,1.0,2.0,605.96,30,45,45,45,64,4.66,1.01,26,15755.0,No
48735024,Gramercy,40.7347326,-73.9896255,Entire rental unit,Entire home/apt,2,1.0,1.0,216.91500000000002,0,0,0,225,0,,0.0,0,0.0,No
48735040,Gramercy,40.7347326,-73.9896255,Entire rental unit,Entire home/apt,2,1.0,1.0,216.91500000000002,14,44,74,349,0,,0.0,0,0.0,No
48735045,East Harlem,40.79943,-73.93485,Entire townhouse,Entire home/apt,3,2.0,1.0,214.17,2,32,62,337,0,,0.0,0,0.0,Yes
47774203,Sheepshead Bay,40.58472259474266,-73.95695309663235,Entire condo,Entire home/apt,3,1.0,2.0,125.73,19,49,79,354,66,4.8,1.01,180,22631.0,Yes
47783561,Upper West Side,40.79813795597161,-73.96620339297402,Private room in rental unit,Private room,1,1.0,1.0,82.53,0,12,12,211,162,4.91,2.6,255,21045.0,Yes
47790304,Harlem,40.82620137071548,-73.94479812884751,Entire rental unit,Entire home/apt,4,2.0,1.0,216.91500000000002,0,0,0,0,6,5.0,0.1,60,0.0,No
47795106,Hell's Kitchen,40.76157,-73.99514,Entire rental unit,Entire home/apt,4,2.0,2.0,210.2,10,40,70,299,3,4.67,0.08,120,25224.0,No
47797312,Rosedale,40.6661,-73.73384,Camper/RV,Entire home/apt,2,1.0,2.0,78.6,29,59,89,269,0,,0.0,0,0.0,No
47797468,Prospect Heights,40.67932,-73.96482,Private room in condo,Private room,2,1.0,1.0,101.0,0,0,0,0,1,5.0,0.02,0,0.0,No
47800273,Flushing,40.76534,-73.82858,Private room in townhouse,Private room,1,1.0,1.0,101.0,0,0,0,0,20,4.85,0.34,0,0.0,No
47803501,Bedford-Stuyvesant,40.6933,-73.94465,Private room in rental unit,Private room,1,1.0,1.0,54.6,0,0,13,288,113,4.61,1.73,0,0.0,Yes
47803519,Harlem,40.81342,-73.94769,Private room in townhouse,Private room,2,1.0,1.0,116.87,0,21,51,326,20,4.95,0.34,180,21037.0,Yes
47804493,Midwood,40.62778,-73.96222,Private room in home,Private room,1,1.0,1.0,101.0,0,0,0,0,1,5.0,0.02,0,0.0,No
