id,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,reviews_per_month,estimated_occupancy_l365d,estimated_revenue_l365d,host_is_superhost
2539,Kensington,40.64593716028213,-73.97216373838066,Private room in condo,Private room,2,1.0,2.0,113.97,4,34,64,339,10,4.8,0.08,60,6838.0,No
6848,Williamsburg,40.70935,-73.95342,Entire rental unit,Entire home/apt,3,2.0,1.0,117.27,1,1,15,191,198,4.6,0.95,180,21109.0,Yes
6872,East Harlem,40.80107,-73.94255,Private room in condo,Private room,1,1.0,1.0,80.06,0,0,11,286,2,5.0,0.04,60,4804.0,No
6990,East Harlem,40.78778,-73.94759,Private room in rental unit,Private room,1,1.0,1.0,77.17,0,28,28,218,251,4.88,1.24,120,9260.0,Yes
7097,Fort Greene,40.69194,-73.97389,Private room in guest suite,Private room,2,1.0,2.0,202.47,0,0,0,106,423,4.89,2.12,255,51630.0,Yes
7801,Williamsburg,40.71880722045898,-73.9561767578125,Entire place,Entire home/apt,2,1.0,1.0,365.97,0,0,11,68,13,4.92,0.06,60,21958.0,Yes
263005,Fort Greene,40.6974983215332,-73.97722625732422,Entire rental unit,Entire home/apt,4,3.0,3.0,154.87,13,43,61,61,129,4.67,0.73,0,0.0,No
263232,Harlem,40.82176,-73.94522,Entire rental unit,Entire home/apt,4,1.0,2.0,91.07,13,43,73,73,0,,0.0,0,0.0,No
263888,Upper West Side,40.79541778564453,-73.97563171386719,Entire condo,Entire home/apt,2,1.0,1.0,216.91500000000002,9,15,33,56,251,4.99,1.43,255,0.0,No
265145,Theater District,40.76253,-73.98365,Entire rental unit,Entire home/apt,2,1.0,1.0,216.91500000000002,0,0,0,0,8,4.88,0.05,0,0.0,No
265506,Upper East Side,40.7628,-73.9651,Entire rental unit,Entire home/apt,6,2.0,1.0,216.91500000000002,0,0,0,0,11,4.89,0.06,0,0.0,No
266449,Lower East Side,40.719482,-73.98877,Entire rental unit,Entire home/apt,4,2.0,2.0,159.77,0,0,25,230,88,4.64,0.51,255,40741.0,Yes
267376,Financial District,40.70867,-74.00303,Private room in loft,Private room,1,1.0,1.0,87.77,0,4,34,145,17,4.94,0.11,180,15799.0,No
267435,Rego Park,40.73333,-73.85933,Private room in rental unit,Private room,1,1.0,1.0,101.0,0,0,0,0,25,4.96,0.19,0,0.0,No
267652,Flatbush,40.6447193,-73.966453,Private room in rental unit,Private room,1,1.0,1.0,72.0,0,2,2,79,66,4.97,0.5,240,17280.0,Yes
8490,Bedford-Stuyvesant,40.68455584344908,-73.93963415175676,Entire loft,Entire home/apt,5,1.0,4.0,193.03,5,17,26,255,189,4.77,0.92,0,0.0,No
9357,Hell's Kitchen,40.76724,-73.98664,Entire rental unit,Entire home/apt,2,1.0,1.0,148.04,0,12,42,61,58,4.52,0.29,0,0.0,No
115535,Harlem,40.82402,-73.95263,Private room in rental unit,Private room,1,1.0,1.0,43.86,1,1,1,90,34,4.76,0.19,0,0.0,No
115748,Astoria,40.76406,-73.92266,Entire rental unit,Entire home/apt,2,1.0,1.0,118.07,28,58,88,88,43,4.65,0.24,120,14168.0,No
116551,Harlem,40.80384,-73.95123,Entire rental unit,Entire home/apt,2,1.0,2.0,114.33,0,0,0,147,188,4.53,1.03,240,27439.0,Yes
118061,Bedford-Stuyvesant,40.68462,-73.92895,Entire rental unit,Entire home/apt,2,1.0,2.0,124.35,0,0,17,242,100,4.83,0.56,255,31709.0,Yes
125163,Bedford-Stuyvesant,40.68595,-73.92923,Entire guest suite,Entire home/apt,2,1.0,1.0,114.44,30,60,90,365,94,4.86,0.61,0,0.0,No
128975,Harlem,40.81127,-73.94561,Entire rental unit,Entire home/apt,5,1.0,2.0,113.03,12,24,54,54,134,4.64,0.73,180,20345.0,Yes
136493,Park Slope,40.67497,-73.97796,Private room in townhouse,Private room,3,2.0,2.0,432.0,3,11,30,30,55,4.87,0.33,90,38880.0,No
10452,Bedford-Stuyvesant,40.68294,-73.95682,Private room in rental unit,Private room,2,1.0,2.0,79.91,1,14,44,319,82,4.66,0.42,0,0.0,Yes
12192,East Village,40.72296,-73.98383,Private room in rental unit,Private room,1,1.0,1.0,101.0,0,0,0,0,316,4.4,1.56,120,0.0,Yes
268335,Williamsburg,40.72136,-73.95674,Entire condo,Entire home/apt,2,1.0,1.0,115.92,0,0,0,242,1,5.0,0.01,0,0.0,No
268481,Williamsburg,40.7154,-73.94028,Entire condo,Entire home/apt,4,2.0,1.0,216.91500000000002,0,0,0,0,1,5.0,0.01,0,0.0,No
269283,Crown Heights,40.66385,-73.93229,Private room in rental unit,Private room,1,1.0,1.0,80.4,29,59,89,179,32,4.84,0.2,0,0.0,No
269404,Astoria,40.76716,-73.91177,Private room in rental unit,Private room,2,1.0,1.0,101.33,30,60,90,365,19,4.71,0.11,0,0.0,No
270139,Bushwick,40.70413,-73.92726,Private room in rental unit,Private room,1,1.0,1.0,101.0,0,0,0,0,39,4.69,0.25,0,0.0,No
270231,Woodside,40.74496,-73.91167,Private room in rental unit,Private room,2,1.0,2.0,108.53,29,59,89,364,285,4.79,1.62,0,0.0,No
270345,East Village,40.72499,-73.99198,Entire rental unit,Entire home/apt,4,1.0,1.0,238.2,13,43,73,348,36,4.8,0.2,0,0.0,No
12937,Long Island City,40.74757,-73.94571,Private room in townhouse,Private room,2,1.0,2.0,359.67,9,24,40,172,483,4.92,2.48,255,91716.0,Yes
12940,Bedford-Stuyvesant,40.67946,-73.95417,Entire rental unit,Entire home/apt,2,1.0,1.0,153.6,4,10,40,292,81,4.59,0.4,60,9216.0,No
14314,Greenpoint,40.73535,-73.95584,Entire rental unit,Entire home/apt,2,1.0,1.0,138.2,14,32,32,289,177,4.83,0.88,60,8292.0,Yes
139624,Crown Heights,40.67478,-73.95165,Entire rental unit,Entire home/apt,2,1.0,1.0,216.91500000000002,0,0,26,26,86,4.38,0.48,0,0.0,No
140133,Williamsburg,40.71347,-73.96035,Entire rental unit,Entire home/apt,4,1.0,3.0,241.48,0,12,42,317,193,4.93,1.07,0,0.0,No
141335,Park Slope,40.67487,-73.97637,Private room in townhouse,Private room,5,3.0,3.0,655.41,1,26,44,300,41,4.45,0.24,0,0.0,No
142069,East Village,40.72506,-73.97906,Entire rental unit,Entire home/apt,2,1.0,1.0,216.91500000000002,0,0,0,0,22,4.6,0.12,0,0.0,No
144087,Harlem,40.80687,-73.95333,Entire rental unit,Entire home/apt,4,2.0,3.0,255.82,30,60,90,365,30,4.9,0.16,0,0.0,Yes
144148,East Village,40.72297,-73.9851,Private room in rental unit,Private room,2,1.0,1.0,101.0,0,0,0,0,32,4.53,0.22,0,0.0,No
146726,Harlem,40.80392,-73.94765,Entire home,Entire home/apt,2,1.0,1.0,193.6,23,53,83,358,18,4.75,0.1,0,0.0,No
148201,West Village,40.7304,-74.00228,Entire rental unit,Entire home/apt,2,1.0,1.0,216.91500000000002,0,0,0,0,18,4.88,0.1,0,0.0,No
148825,Upper West Side,40.79999,-73.96338,Entire rental unit,Entire home/apt,3,2.0,2.0,139.68,0,4,16,183,315,4.75,1.83,248,34641.0,Yes
15341,Lower East Side,40.721359,-73.993668,Entire condo,Entire home/apt,2,1.0,1.0,274.73,21,51,62,139,43,4.62,0.28,120,32968.0,Yes
15385,Williamsburg,40.71211,-73.96397,Private room in rental unit,Private room,1,1.0,1.0,101.0,26,26,26,31,63,4.87,0.32,62,0.0,Yes
15396,Chelsea,40.74493,-73.99521,Entire rental unit,Entire home/apt,4,2.0,1.0,216.91500000000002,29,59,89,179,5,5.0,0.04,0,0.0,Yes
16338,Clinton Hill,40.69121,-73.96804,Private room in condo,Private room,1,1.0,2.0,57.01,4,4,4,168,35,4.69,0.17,180,10262.0,Yes
16580,East Village,40.72372723229208,-73.97625850509617,Private room in condo,Private room,1,1.0,1.0,194.0,8,31,59,222,696,4.82,4.46,255,49470.0,Yes
16821,East Village,40.72281,-73.98501,Private room in rental unit,Private room,1,1.0,1.0,214.54,19,42,61,61,322,4.75,1.91,255,54708.0,Yes
271083,Prospect-Lefferts Gardens,40.65623,-73.9612,Entire rental unit,Entire home/apt,6,2.0,4.0,80.1,3,33,48,123,131,4.5,0.74,0,0.0,No
272026,Inwood,40.8677,-73.92122,Entire rental unit,Entire home/apt,2,1.0,2.0,90.73,0,0,11,286,22,4.14,0.16,60,5444.0,No
274743,Upper East Side,40.77549,-73.95128,Entire rental unit,Entire home/apt,1,1.0,1.0,134.06,4,4,4,279,1,5.0,0.01,0,0.0,No
276021,Williamsburg,40.70937,-73.9657,Entire rental unit,Entire home/apt,4,2.0,1.0,61.07,30,60,90,365,2,5.0,0.01,0,0.0,No
276317,Prospect Heights,40.67782,-73.97205,Private room in rental unit,Private room,2,3.0,3.0,665.55,13,43,73,348,185,4.87,1.05,0,0.0,No
279857,Bedford-Stuyvesant,40.68607,-73.95536,Entire home,Entire home/apt,16,8.0,20.0,216.91500000000002,1,12,27,186,280,4.88,1.61,255,661215.0,Yes
281521,West Village,40.73853,-74.00292,Entire rental unit,Entire home/apt,4,2.0,1.0,216.91500000000002,0,0,0,0,1,5.0,0.01,0,0.0,No
16974,East Harlem,40.8019,-73.93762,Entire loft,Entire home/apt,8,4.0,6.0,211.57,0,0,28,208,292,4.85,1.46,60,12694.0,No
17037,East Village,40.72289,-73.98028,Entire rental unit,Entire home/apt,1,1.0,1.0,239.7,27,57,87,177,53,4.8,0.27,0,0.0,No
281851,Harlem,40.8078,-73.95232,Private room in home,Private room,2,1.0,3.0,107.85,17,29,59,334,145,4.93,1.12,60,6471.0,No
283550,Hell's Kitchen,40.75981,-73.99138,Entire rental unit,Entire home/apt,3,1.0,1.0,216.91500000000002,0,0,0,0,10,4.7,0.08,0,0.0,No
287408,Hell's Kitchen,40.76198,-73.99361,Entire rental unit,Entire home/apt,1,1.0,1.0,216.91500000000002,0,0,0,0,75,4.93,0.43,0,0.0,No
287845,Carroll Gardens,40.67933,-73.995,Entire rental unit,Entire home/apt,4,2.0,2.0,326.33,17,17,19,218,136,4.98,0.77,120,39160.0,Yes
288726,Little Italy,40.719,-73.99764,Private room in rental unit,Private room,1,1.0,1.0,111.58,16,39,46,96,61,4.73,0.37,120,13390.0,No
289665,West Village,40.72864,-74.00453,Entire rental unit,Entire home/apt,3,1.0,1.0,216.91500000000002,0,0,0,0,157,4.82,0.89,0,0.0,No
289703,SoHo,40.72533,-73.9972,Entire rental unit,Entire home/apt,2,1.0,1.0,216.91500000000002,0,0,0,0,5,5.0,0.03,0,0.0,No
292800,West Village,40.73431,-74.00225,Entire rental unit,Entire home/apt,2,1.0,1.0,112.43,0,0,19,199,118,4.87,0.68,255,28670.0,Yes
150804,Lower East Side,40.7203,-73.98424,Private room in rental unit,Private room,2,2.0,2.0,533.5,0,1,11,253,105,4.99,0.58,218,116303.0,Yes
150989,Williamsburg,40.71584,-73.96355,Entire rental unit,Entire home/apt,2,1.0,1.0,216.91500000000002,0,0,0,0,19,4.95,0.1,0,0.0,No
151199,Astoria,40.7573,-73.91488,Entire home,Entire home/apt,3,2.0,2.0,342.5,1,11,22,271,579,4.86,3.22,255,87338.0,Yes
152263,Harlem,40.80493,-73.94999,Private room in guest suite,Private room,3,1.0,2.0,320.0,9,25,48,319,407,4.83,2.27,255,81600.0,Yes
152819,Williamsburg,40.7167,-73.95014,Entire condo,Entire home/apt,2,3.0,1.0,216.91500000000002,0,0,0,0,94,4.9,0.52,0,0.0,No
157673,Bedford-Stuyvesant,40.68096,-73.94062,Entire loft,Entire home/apt,4,1.0,1.0,80.97,5,14,44,319,90,4.49,0.5,0,0.0,No
158061,Bedford-Stuyvesant,40.68511,-73.91927,Private room in home,Private room,2,1.0,1.0,165.56,30,60,90,365,27,4.54,0.15,0,0.0,No
162493,Williamsburg,40.71174,-73.95798,Private room in townhouse,Private room,6,3.0,3.0,781.48,0,22,52,327,57,4.98,0.43,0,0.0,No
18152,Upper East Side,40.76967,-73.94831,Private room in rental unit,Private room,2,2.0,1.0,554.2,30,60,90,365,146,4.41,0.81,0,0.0,No
18728,Chelsea,40.74261,-74.00353,Private room in loft,Private room,3,1.0,1.0,207.23,8,8,25,300,251,4.95,1.35,60,12434.0,No
19174,West Village,40.73917,-74.00207,Entire rental unit,Entire home/apt,3,1.0,1.0,94.94,0,0,0,113,68,4.63,0.35,0,0.0,No
19812,Williamsburg,40.71802,-73.95724,Entire rental unit,Entire home/apt,2,1.0,2.0,100.57,0,0,2,228,58,4.48,0.29,0,0.0,No
21456,Upper West Side,40.79936,-73.96155,Private room in rental unit,Private room,2,1.0,1.0,85.64,0,27,57,332,79,4.69,0.4,0,0.0,No
294227,Greenpoint,40.73778,-73.95366,Entire rental unit,Entire home/apt,4,1.0,2.0,752.04,30,60,90,213,49,4.83,0.29,0,0.0,No
294242,Greenpoint,40.73778,-73.95366,Entire rental unit,Entire home/apt,4,1.0,2.0,752.04,29,59,81,204,93,4.83,0.56,26,19553.0,No
294259,Greenpoint,40.73778,-73.95366,Entire rental unit,Entire home/apt,4,1.0,2.0,752.04,27,57,87,210,196,4.78,1.14,77,57907.0,No
294263,Greenpoint,40.73778,-73.95366,Entire rental unit,Entire home/apt,4,1.0,2.0,536.0,0,24,47,170,162,4.85,0.96,13,6968.0,No
294280,Greenpoint,40.73778,-73.95366,Entire rental unit,Entire home/apt,4,1.0,2.0,536.0,0,24,54,177,46,4.89,0.27,0,0.0,No
295231,Williamsburg,40.70951,-73.95015,Private room in rental unit,Private room,1,1.0,1.0,101.0,0,0,0,0,1,4.0,0.01,0,0.0,No
295998,Upper West Side,40.79131,-73.9694,Entire rental unit,Entire home/apt,2,1.0,1.0,254.42,0,1,1,133,66,4.91,0.41,180,45796.0,Yes
296361,Elmhurst,40.73849,-73.87232,Private room in rental unit,Private room,1,1.0,1.0,101.0,0,0,0,0,62,4.79,0.4,0,0.0,No
21794,Chelsea,40.74187,-74.00223,Private room in rental unit,Private room,2,1.0,1.0,95.9,0,0,7,282,36,4.97,0.18,0,0.0,No
162508,Crown Heights,40.67188,-73.95097,Entire rental unit,Entire home/apt,2,1.0,1.0,216.91500000000002,2,2,2,2,31,4.29,0.18,0,0.0,No
166006,Upper West Side,40.79864,-73.96209,Entire rental unit,Entire home/apt,6,2.0,5.0,177.47,0,0,11,286,192,4.64,1.06,124,22006.0,No
166172,Bushwick,40.68478,-73.9066,Private room in rental unit,Private room,2,1.0,1.0,101.0,0,0,0,0,61,4.54,0.39,0,0.0,No
166983,Carroll Gardens,40.68194,-73.99708,Entire rental unit,Entire home/apt,6,3.0,1.0,216.91500000000002,0,0,0,0,6,4.83,0.03,0,0.0,No
168123,Windsor Terrace,40.65891,-73.98556,Entire guest suite,Entire home/apt,2,1.0,1.0,144.36,2,32,62,152,124,4.62,0.69,0,0.0,No
169483,Gravesend,40.60602,-73.97076,Private room in rental unit,Private room,1,1.0,1.0,97.26,30,60,90,365,0,,0.0,0,0.0,No
170420,East Harlem,40.79179,-73.93972,Entire rental unit,Entire home/apt,2,1.0,1.0,216.91500000000002,0,0,0,0,15,5.0,0.08,0,0.0,No
170761,Fort Greene,40.68877615321917,-73.97762359693657,Private room in rental unit,Private room,2,1.0,1.0,212.0,15,31,40,272,361,4.94,2.45,255,54060.0,Yes
171562,Chelsea,40.74937,-73.99467,Entire condo,Entire home/apt,2,1.0,2.0,208.24,13,35,41,42,33,4.9,0.18,60,12494.0,Yes
23135,Carroll Gardens,40.67795402789584,-74.00098545082103,Private room in rental unit,Private room,2,1.0,1.0,171.65,30,60,90,365,317,4.71,1.62,0,0.0,No
23545,Harlem,40.82825,-73.95138,Entire townhouse,Entire home/apt,2,1.0,2.0,210.6,23,53,83,358,214,4.75,1.09,0,0.0,No
24285,Park Slope,40.67115,-73.98026,Entire rental unit,Entire home/apt,5,3.0,7.0,230.7,0,0,0,164,93,4.83,0.48,0,0.0,No
25406,Williamsburg,40.71649,-73.94865,Entire condo,Entire home/apt,4,1.0,1.0,216.91500000000002,3,4,4,8,30,4.63,0.19,60,0.0,No
25696,Harlem,40.8102731,-73.9431546,Private room in condo,Private room,2,1.0,1.0,256.76,25,48,60,209,210,4.77,1.1,255,65474.0,Yes
298759,Bedford-Stuyvesant,40.68435,-73.94825,Private room in rental unit,Private room,2,2.0,1.0,49.32,0,0,9,252,52,4.66,0.31,60,2959.0,No
299062,Upper East Side,40.77433,-73.95339,Private room in rental unit,Private room,2,1.0,1.0,101.0,0,0,0,0,0,,0.0,0,0.0,No
299531,East New York,40.66646,-73.89254,Entire home,Entire home/apt,7,3.0,13.0,168.17,30,60,90,140,157,4.53,0.92,240,40361.0,No
301372,Fort Greene,40.6857,-73.97388,Private room in rental unit,Private room,1,2.0,1.0,101.0,0,0,0,0,26,4.65,0.22,0,0.0,No
302238,Harlem,40.80752,-73.94778,Entire rental unit,Entire home/apt,9,2.0,8.0,224.0,0,11,41,287,11,4.67,0.06,120,26880.0,No
302280,Harlem,40.8058,-73.94759,Entire rental unit,Entire home/apt,7,1.0,4.0,140.12,0,0,0,256,9,3.43,0.05,0,0.0,No
302309,Harlem,40.80528,-73.94742,Entire rental unit,Entire home/apt,9,2.0,6.0,231.74,0,0,23,298,8,4.57,0.05,60,13904.0,No
302705,Upper East Side,40.77298,-73.95813,Private room in rental unit,Private room,1,1.0,1.0,82.97,0,0,0,226,11,4.73,0.14,240,19913.0,No
26785,South Slope,40.6686,-73.98723,Entire rental unit,Entire home/apt,2,1.0,1.0,216.91500000000002,1,1,1,1,479,4.93,2.45,120,0.0,No
173151,Greenpoint,40.72852,-73.95655,Private room in rental unit,Private room,2,1.0,1.0,101.0,0,0,0,0,261,4.81,1.44,0,0.0,No
174966,Upper West Side,40.7751,-73.98595,Entire condo,Entire home/apt,9,2.0,4.0,216.91500000000002,29,59,89,364,25,4.96,0.14,0,0.0,No
176135,Crown Heights,40.67545,-73.96096,Entire rental unit,Entire home/apt,1,1.0,1.0,119.93,8,38,68,68,31,4.68,0.17,0,0.0,No
177495,Chelsea,40.74088,-73.99538,Entire condo,Entire home/apt,4,2.0,1.0,216.91500000000002,0,0,0,0,5,5.0,0.05,0,0.0,No
179670,East Village,40.72113,-73.98213,Private room in condo,Private room,1,1.0,1.0,166.39,23,53,83,83,128,4.89,0.71,0,0.0,No
182069,East Harlem,40.78959,-73.94705,Entire condo,Entire home/apt,3,1.0,1.0,153.84,0,3,33,308,133,4.77,0.74,255,39229.0,Yes
188674,East Village,40.73345,-73.98809,Entire rental unit,Entire home/apt,2,1.0,1.0,216.91500000000002,0,0,0,0,63,4.87,0.36,0,0.0,No
188803,Fort Greene,40.6879299,-73.97646399999999,Private room in rental unit,Private room,2,1.0,1.0,101.0,1,1,1,1,64,4.97,0.49,51,0.0,Yes
189135,Hell's Kitchen,40.76263,-73.99401,Private room in rental unit,Private room,2,1.0,2.0,217.0,8,21,51,51,208,4.8,1.2,255,55335.0,Yes
27883,East Village,40.72421,-73.98509,Entire rental unit,Entire home/apt,3,1.0,1.0,216.91500000000002,0,20,27,35,25,4.85,0.13,0,0.0,No
28907,Upper East Side,40.77827,-73.94669,Entire rental unit,Entire home/apt,4,1.0,1.0,216.91500000000002,0,0,0,0,19,4.95,0.1,0,0.0,No
29013,Bedford-Stuyvesant,40.68288,-73.95646,Private room in rental unit,Private room,2,1.0,1.0,78.98,0,0,11,286,80,4.74,0.41,240,18955.0,Yes
29628,Clinton Hill,40.68292,-73.96381,Private room in condo,Private room,2,1.0,1.0,272.5,1,8,20,231,521,4.95,2.67,255,69488.0,Yes
31130,Hell's Kitchen,40.7672,-73.98464,Entire condo,Entire home/apt,1,1.0,1.0,194.03,23,33,53,328,75,4.89,0.39,0,0.0,No
31555,West Village,40.73405,-74.00281,Entire rental unit,Entire home/apt,2,1.0,1.0,216.91500000000002,0,0,0,0,30,4.71,0.16,0,0.0,No
31994,Clinton Hill,40.68818,-73.96383,Private room in rental unit,Private room,2,1.0,1.0,165.47,12,17,33,249,643,4.56,3.31,255,42195.0,No
189181,Chelsea,40.74907,-74.00281,Private room in condo,Private room,2,2.0,1.0,101.0,0,0,0,0,1,4.0,0.01,0,0.0,No
189787,Crown Heights,40.66941,-73.94988,Entire rental unit,Entire home/apt,2,1.0,1.0,216.91500000000002,0,0,0,0,102,4.64,0.57,0,0.0,No
190968,Prospect Heights,40.67914,-73.96443,Entire rental unit,Entire home/apt,2,1.0,1.0,216.91500000000002,0,0,0,0,35,4.77,0.19,0,0.0,No
190974,Park Slope,40.66836,-73.98166,Entire rental unit,Entire home/apt,2,1.0,2.0,146.03,21,22,50,325,313,4.7,1.81,0,0.0,No
191541,Hell's Kitchen,40.75876,-73.98869,Entire rental unit,Entire home/apt,3,1.0,1.0,336.65,30,60,90,365,47,4.98,0.26,0,0.0,No
191610,Chelsea,40.74697296939259,-74.00178397023312,Private room in townhouse,Private room,2,1.0,1.0,246.5,18,26,41,151,180,4.69,1.02,255,62858.0,Yes
195123,Washington Heights,40.83338,-73.94326,Private room in rental unit,Private room,2,1.0,1.0,83.2,30,60,90,365,229,4.6,1.27,0,0.0,No
195240,Flatbush,40.65468,-73.95721,Private room in rental unit,Private room,1,1.0,1.0,61.12,12,42,72,72,90,4.66,0.53,0,0.0,No
302758,East Harlem,40.79675,-73.93634,Entire rental unit,Entire home/apt,2,1.0,2.0,165.93,28,58,88,88,12,4.5,0.07,0,0.0,No
303264,Harlem,40.8073,-73.94575,Entire rental unit,Entire home/apt,8,2.0,6.0,226.77,0,0,12,287,9,4.71,0.05,60,13606.0,No
305245,Harlem,40.80557,-73.94801,Entire rental unit,Entire home/apt,9,2.0,4.0,218.47,8,20,50,325,12,4.67,0.07,120,26216.0,No
306799,Bushwick,40.70674,-73.91959,Private room in rental unit,Private room,2,1.0,3.0,113.0,29,59,89,89,129,4.6,0.75,0,0.0,No
310325,Harlem,40.82359,-73.94601,Private room in rental unit,Private room,1,1.0,1.0,48.12,0,0,0,164,32,4.2,0.19,0,0.0,No
310338,Harlem,40.82295,-73.94433,Private room in rental unit,Private room,1,1.0,1.0,50.61,0,0,0,164,29,4.26,0.17,0,0.0,No
310524,Bedford-Stuyvesant,40.69533,-73.96058,Private room in condo,Private room,2,1.0,1.0,217.0,13,32,56,325,191,4.91,1.1,255,55335.0,Yes
33009,Williamsburg,40.71512,-73.95899,Entire rental unit,Entire home/apt,2,1.0,1.0,179.27,21,38,54,155,301,4.96,1.55,120,21512.0,Yes
36647,East Harlem,40.79245376586914,-73.94074249267578,Private room in condo,Private room,2,1.0,1.0,95.13,0,0,11,286,103,4.74,0.54,60,5708.0,No
38663,Boerum Hill,40.68442,-73.98068,Private room in home,Private room,2,5.0,6.0,101.0,22,49,79,354,43,4.7,0.25,0,0.0,No
312415,Theater District,40.75672,-73.99003,Private room in rental unit,Private room,2,1.0,1.0,101.0,0,0,0,0,68,4.72,0.39,0,0.0,No
314982,East Village,40.73216,-73.98678,Private room in rental unit,Private room,2,1.0,1.0,110.06,12,42,70,259,192,4.71,1.1,180,19811.0,No
318021,Harlem,40.80272,-73.95316,Private room in rental unit,Private room,1,1.0,1.0,47.71,5,5,7,142,108,4.97,0.65,255,12166.0,Yes
320877,Williamsburg,40.71075,-73.95773,Entire rental unit,Entire home/apt,4,2.0,1.0,216.91500000000002,0,0,0,0,25,4.68,0.21,0,0.0,No
321014,Gramercy,40.73231,-73.98469,Entire rental unit,Entire home/apt,4,2.0,1.0,216.91500000000002,0,0,0,0,18,4.78,0.11,0,0.0,No
321136,Washington Heights,40.83249,-73.94466,Entire rental unit,Entire home/apt,2,1.0,1.0,176.22,3,33,63,174,82,4.86,0.48,0,0.0,Yes
322037,Williamsburg,40.71923,-73.9582,Entire rental unit,Entire home/apt,5,1.0,4.0,301.62,8,38,68,343,291,4.82,1.68,60,18097.0,No
323706,Upper West Side,40.77961,-73.98293,Entire rental unit,Entire home/apt,6,2.0,1.0,216.91500000000002,0,0,19,19,63,4.9,0.36,0,0.0,No
195989,Park Slope,40.6767158,-73.9818207,Private room in rental unit,Private room,2,1.0,1.0,150.33,0,0,0,75,230,4.93,1.28,0,0.0,No
198744,Upper West Side,40.78096,-73.98808,Entire rental unit,Entire home/apt,2,1.0,1.0,239.41,28,58,88,88,134,4.83,0.74,60,14365.0,No
199733,Crown Heights,40.67635,-73.96108,Entire townhouse,Entire home/apt,2,1.0,1.0,146.97,0,12,42,317,134,4.51,0.75,60,8818.0,No
201992,Park Slope,40.67466,-73.97853,Entire rental unit,Entire home/apt,4,1.0,2.0,212.97,0,0,0,256,106,4.84,0.71,0,0.0,No
202273,Bedford-Stuyvesant,40.68702,-73.94917,Private room in rental unit,Private room,2,1.0,1.0,101.0,0,0,0,0,70,4.41,0.39,0,0.0,No
203901,Upper East Side,40.76922,-73.95648,Entire rental unit,Entire home/apt,4,1.0,1.0,216.91500000000002,0,0,0,0,8,5.0,0.04,0,0.0,No
204065,Clinton Hill,40.687,-73.96149,Entire home,Entire home/apt,8,2.0,5.0,149.69,0,0,21,296,115,4.58,0.64,0,0.0,No
39282,Williamsburg,40.71065139770508,-73.95087432861328,Private room in rental unit,Private room,2,1.0,1.0,253.75,10,15,38,38,294,4.83,1.52,154,39078.0,Yes
39704,Bedford-Stuyvesant,40.68216,-73.94594,Entire townhouse,Entire home/apt,4,1.0,1.0,216.91500000000002,0,0,0,0,336,4.71,1.74,0,0.0,No
325429,Upper East Side,40.77534,-73.95106,Entire rental unit,Entire home/apt,2,1.0,1.0,255.53,28,58,88,363,162,4.8,0.94,0,0.0,No
328040,Murray Hill,40.74838,-73.98214,Entire rental unit,Entire home/apt,4,2.0,1.0,216.91500000000002,0,0,0,22,49,4.73,0.32,0,0.0,No
332208,Greenpoint,40.72617,-73.95264,Private room in rental unit,Private room,2,2.0,3.0,114.33,28,58,88,363,3,4.67,0.05,0,0.0,Yes
333323,Hell's Kitchen,40.76269,-73.99361,Private room in rental unit,Private room,1,1.0,1.0,85.54,2,2,15,290,187,4.75,1.33,120,10265.0,Yes
334607,Williamsburg,40.71529,-73.96032,Entire rental unit,Entire home/apt,2,2.0,1.0,216.91500000000002,0,0,0,0,52,4.67,0.3,0,0.0,No
342995,Harlem,40.81319,-73.94194,Private room in condo,Private room,2,1.0,1.0,137.9,11,11,32,122,95,4.8,0.55,0,0.0,No
343276,Hell's Kitchen,40.75622,-73.99455,Private room in rental unit,Private room,2,1.0,2.0,200.0,1,1,11,96,281,4.9,1.64,255,51000.0,Yes
42300,Lower East Side,40.71992,-73.99167,Entire loft,Entire home/apt,5,3.0,4.0,435.83,6,17,42,236,70,4.8,0.36,0,0.0,No
205485,Bedford-Stuyvesant,40.68339,-73.94034,Entire rental unit,Entire home/apt,2,1.0,1.0,158.09,27,57,77,167,158,4.9,0.88,0,0.0,No
206316,Fort Greene,40.6878,-73.97253,Entire rental unit,Entire home/apt,2,1.0,1.0,216.91500000000002,0,0,0,0,4,4.75,0.04,0,0.0,No
206957,Sheepshead Bay,40.5847,-73.94088,Private room in houseboat,Private room,4,1.0,4.0,74.7,28,58,87,87,125,4.61,0.69,0,0.0,No
208148,Williamsburg,40.71955,-73.95471,Entire rental unit,Entire home/apt,2,1.0,1.0,216.91500000000002,0,0,0,0,14,4.82,0.08,0,0.0,No
212544,Gowanus,40.67828,-73.98414,Entire rental unit,Entire home/apt,3,1.0,1.0,216.91500000000002,0,0,0,0,9,4.67,0.05,0,0.0,No
213330,Chinatown,40.71681594848633,-73.98969268798828,Private room in rental unit,Private room,2,1.0,1.0,296.0,5,21,39,207,106,4.96,0.79,243,71928.0,Yes
216080,Fort Greene,40.69062,-73.97354,Private room in home,Private room,2,1.0,1.0,101.0,21,21,21,43,156,4.91,0.87,60,0.0,Yes
